YCSB_KEY,field0,field1,field2
user3697,2020-09-14,TSLA,sure glad grabbed si missed move listened bear telling get lower price im disappointed u short knowing play day
user3698,2020-09-14,TSLA,ath battery day
user3699,2020-09-14,TSLA,awwwww man wanted buy share
user3700,2020-09-14,AAPL,big day tomorrow super green
user3701,2020-09-14,TSLA,curious know bull add stock go down turn earn go back up bear stock go up
user3702,2020-09-14,TSLA,good day today ill back
user3703,2020-09-14,TSLA,cover bro squeeze pm gonna severe easy
user3704,2020-09-15,TSLA,september battery day tesla
user3705,2020-09-15,AAPL,bear going back old way tough life
user3706,2020-09-15,TSLA,ok good night another fun day tomorrow
user3707,2020-09-15,TSLA,please name reasoning one day leading battery day
user3708,2020-09-15,TSLA,come play bear
user3709,2020-09-15,TSLA,e c suck elons
user3710,2020-09-15,AAPL,everyone forget appleone bundle shhh
user3711,2020-09-15,AAPL,give lit tomorrow am
user3712,2020-09-15,AAPL,amazing setup here regardless apple event
user3713,2020-09-15,TSLA,u pls dip one last time load one contract k expget lost bear come say m gonna lose
user3714,2020-09-15,AAPL,put stuck as
user3715,2020-09-15,TSLA,beast up five minute
user3716,2020-09-15,TSLA,watching one eye open
user3717,2020-09-15,TSLA,bear family little bit nervous
user3718,2020-09-15,TSLA,hey bear here gift
user3719,2020-09-15,TSLA,pre market making sweet love bear
user3720,2020-09-15,AAPL,start filling cart
user3721,2020-09-15,TSLA,good morning bullish friend enjoy day let get it
user3722,2020-09-15,TSLA,wow looking like robinhooders selling time arouns
user3723,2020-09-15,TSLA,made worst mistake ever tesla apple always go together tesla put burn apple call sky rock got return greedy needed
user3724,2020-09-15,TSLA,flood tsla morning
user3725,2020-09-15,TSLA,""
user3726,2020-09-15,AAPL,touch fly
user3727,2020-09-15,AMZN,u guy cry amazon underperforming last week big time point sell anyway invest tesla since amazon good news keep going lower
user3728,2020-09-15,TSLA,alot tsla short careful
user3729,2020-09-15,TSLA,wait breakout go
user3730,2020-09-15,AMZN,dd save look chart setting pullback
user3731,2020-09-15,TSLA,early say guy thinking hour
user3732,2020-09-15,AAPL,lvl add more look volume guy
user3733,2020-09-15,TSLA,someone call peta bear getting killed right
user3734,2020-09-15,AAPL,planning scalp thiis mug product launch
user3735,2020-09-15,AAPL,show start hr
user3736,2020-09-15,AAPL,fact bear expect hit pre split correct
user3737,2020-09-15,AAPL,alright else caught fatty
user3738,2020-09-15,TSLA,keep making cheddar
user3739,2020-09-15,TSLA,""
user3740,2020-09-15,TSLA,missed glory run stock split thankfully im
user3741,2020-09-15,TSLA,boom it
user3742,2020-09-15,AAPL,poor cant afford apple always hate lick apple
user3743,2020-09-15,TSLA,hmmmmback then top ah
user3744,2020-09-15,AAPL,tf owns put apple price
user3745,2020-09-15,TSLA,fomo fomo fomo fomo battery day catalyst coming
user3746,2020-09-15,AAPL,people sell apple high soon
user3747,2020-09-15,AAPL,everyone cry iphone presentation stupid know already second event come iphone maybe even more
user3748,2020-09-15,TSLA,want run hard
user3749,2020-09-15,TSLA,cant wait see ah
user3750,2020-09-15,TSLA,wow look go
user3751,2020-09-15,TSLA,dare say battery day
user3752,2020-09-15,AAPL,lol shortterm bull trying profit weekly call play apple long cant lose
user3753,2020-09-15,TSLA,slod needed money
user3754,2020-09-15,TSLA,beautiful where hater
user3755,2020-09-15,TSLA,bear go
user3756,2020-09-15,TSLA,""
user3757,2020-09-15,TSLA,think take breather tomorrow fed back remember take profit
user3758,2020-09-15,TSLA,best thing happen tesla added sp market fall shall rise
user3759,2020-09-15,AAPL,relax never worried buy every every dip hodl
user3760,2020-09-15,TSLA,action think another big day tomorrow touch max tomorrow settle around ish really dont know lol im hoping doe
user3761,2020-09-15,TSLA,weak hand whoever sold it going called
user3762,2020-09-15,TSLA,pm easy bullish af actually want calm share gift
user3763,2020-09-15,TSLA,lol fun beginning
user3764,2020-09-15,TSLA,meat happy go buy nkla alyssa go trust
user3765,2020-09-15,TSLA,always give chance buy
user3766,2020-09-15,TSLA,added dip hold share baby average
user3767,2020-09-15,TSLA,thin ask face rip shorty quick think profit taking beginning end every time sure thousand little johnny new margin account short ing right now good long here
user3768,2020-09-15,TSLA,many exciting thing unveiled battery day
user3769,2020-09-15,TSLA,rsi still room run
user3770,2020-09-15,AAPL,buying the sheep dont get
user3771,2020-09-15,AAPL,aapl event thing seems today icar iphone announcement think real run still come new iphone news come
user3772,2020-09-16,AAPL,""
user3773,2020-09-16,AAPL,bear i cant wait thing
user3774,2020-09-16,TSLA,go least three identified wait till cant stay leave heartbeatthats talking about
user3775,2020-09-16,NVDA,china mad move faster cash deal american company bother china even care
user3776,2020-09-16,AAPL,unless drop riding back s beyond
user3777,2020-09-16,AAPL,please da eye tomorrow thursday dont burn de call im burning yo mfing house down got it
user3778,2020-09-16,TSLA,give one good run tomorrow dump call like bad batch collard green
user3779,2020-09-16,TSLA,touch hold thats fib gap lgi god bless
user3780,2020-09-16,TSLA,need viagra one look tesla share price tminus blast
user3781,2020-09-16,TSLA,battery day going take everyone else best luck today short
user3782,2020-09-16,TSLA,""
user3783,2020-09-16,TSLA,battery day around corner selling
user3784,2020-09-16,TSLA,know bear still alive board wait tesla drop gonna show smart brain making smart call
user3785,2020-09-16,TSLA,pullback good give new buyer chance get keep stock healthy
user3786,2020-09-16,TSLA,buy dip sell rip it simple dont let emotion get way
user3787,2020-09-16,TSLA,bear love money
user3788,2020-09-16,AAPL,took little bit yesterday
user3789,2020-09-16,NFLX,outperform fk pedobears
user3790,2020-09-16,TSLA,fundamental anlisis
user3791,2020-09-16,AAPL,drop load october november call dont get spooked choppy weekly
user3792,2020-09-16,TSLA,great news everyone this mean battery day spike trembly hard hold majority push
user3793,2020-09-16,TSLA,bear back hibernation next season lmao
user3794,2020-09-16,AMZN,wait massive short covering
user3795,2020-09-16,TSLA,ride almost sold opening glad didnt
user3796,2020-09-16,TSLA,newbie dont let bear scare you theyre getting grilled battery day around corner go here let go
user3797,2020-09-16,TSLA,nobody stop
user3798,2020-09-16,AAPL,wait december people
user3799,2020-09-16,TSLA,underestimating battery day change world global holiday one day
user3800,2020-09-16,TSLA,least give get back want money holding waiting push market
user3801,2020-09-16,TSLA,volatile today good healthy dip grab more tomorrow end week moon promised
user3802,2020-09-16,AAPL,it fighting mark still buy it apple breh scared of
user3803,2020-09-16,NFLX,else turned rug pull today
user3804,2020-09-16,TSLA,still up call selling
user3805,2020-09-16,TSLA,literally repeating yesterday probably going trade sideways bit take chart look almost identical
user3806,2020-09-16,TSLA,buying dip
user3807,2020-09-16,NVDA,load lt
user3808,2020-09-16,AAPL,god name bounce
user3809,2020-09-16,AAPL,good luck bull im position hope start show strength ugly right bullish long term
user3810,2020-09-16,TSLA,buy dip day
user3811,2020-09-16,TSLA,aint closing
user3812,2020-09-16,TSLA,bear celebratingremember broke two day
user3813,2020-09-16,TSLA,bear funniest ive seen drop get hard on
user3814,2020-09-16,AAPL,gap week check history greedy bull get slaughtered way overvalued must fall pre split news pump price go long
user3815,2020-09-16,AAPL,three word put print
user3816,2020-09-16,AAPL,gap tomorrow
user3817,2020-09-16,TSLA,stock percent year date bull around seem think continue forever company seek car earns cent per share laughable
user3818,2020-09-17,AAPL,guess lotto callhedge worth tomorrow
user3819,2020-09-17,TSLA,someone tell current pe ratio tesla
user3820,2020-09-17,TSLA,""
user3821,2020-09-17,AAPL,bought apple put already held tomorrow
user3822,2020-09-17,AMZN,future red make wish sold call thought deal
user3823,2020-09-17,TSLA,said future dont mean shit
user3824,2020-09-17,AAPL,future point open
user3825,2020-09-17,TSLA,maybe good thing it dropping buying opportunity
user3826,2020-09-17,AAPL,wait warned everyone already before
user3827,2020-09-17,TSLA,good luck community college kid
user3828,2020-09-17,TSLA,every action equal opposite reaction fast go speed come you know target drop
user3829,2020-09-17,TSLA,yes put printing
user3830,2020-09-17,TSLA,good job elon hold event right dump create tesla bag holder cant sell dump battery day
user3831,2020-09-17,AMZN,time punish degenerate greedy bull
user3832,2020-09-17,TSLA,premarket tsla today see resistance strong take elevator inlong
user3833,2020-09-17,TSLA,battery day expect big drop
user3834,2020-09-17,TSLA,gas left
user3835,2020-09-17,TSLA,another bitcoin back
user3836,2020-09-17,TSLA,heard first bulltards
user3837,2020-09-17,AAPL,smh buy dip bull
user3838,2020-09-17,AAPL,well go apple call much lower go
user3839,2020-09-17,TSLA,""
user3840,2020-09-17,AAPL,saying week test thanks bull telling sell yesterday lo lololol
user3841,2020-09-17,AAPL,buy today wait want cheaper
user3842,2020-09-17,AAPL,buy plus shipping handling
user3843,2020-09-17,AMZN,told get three day ago didnt listen thats you
user3844,2020-09-17,AAPL,pumping dumping since announced split
user3845,2020-09-17,TSLA,cant wait
user3846,2020-09-17,TSLA,sell buy back bleeding see today
user3847,2020-09-17,TSLA,go mine every one elses call option
user3848,2020-09-17,TSLA,back s end week
user3849,2020-09-17,AAPL,saying week gonna nothing pie face bull now least week put printing money
user3850,2020-09-17,TSLA,run hill close red gap tomorrow sell
user3851,2020-09-17,AAPL,signal lit short trade trigger price
user3852,2020-09-17,TSLA,turd omg made sell put fuuudddggggeeeeee
user3853,2020-09-17,NFLX,""
user3854,2020-09-17,AAPL,im tired loosing money everyday think im
user3855,2020-09-17,AAPL,ill cover start cry
user3856,2020-09-17,NFLX,dumbass got impatient covered
user3857,2020-09-17,AAPL,it gonna go guy buy dip
user3858,2020-09-17,TSLA,wait till start drop
user3859,2020-09-17,TSLA,bull like buy dip going
user3860,2020-09-17,NFLX,let burn bitch
user3861,2020-09-17,AMZN,ill buyer day yet tho
user3862,2020-09-17,TSLA,captured perfect moment
user3863,2020-09-17,TSLA,look like boat sinking
user3864,2020-09-17,AMZN,garbagebut come upgrade big money sell trash
user3865,2020-09-17,AAPL,sleeping giant need sleep below ill get long term
user3866,2020-09-17,TSLA,might hold today
user3867,2020-09-17,AMZN,lol bag holder remember theta
user3868,2020-09-17,TSLA,maybe lot people checked email open tomorrow find battery day
user3869,2020-09-17,AAPL,flop product greedy crook
user3870,2020-09-17,AAPL,""
user3871,2020-09-17,TSLA,love optimistic bull are
user3872,2020-09-17,NFLX,im even trying convince bull switch someone need sell put
user3873,2020-09-18,AAPL,cant wait see apple holder pant stock hit
user3874,2020-09-18,TSLA,welcome party new bag holder friday
user3875,2020-09-18,AAPL,dip u even bothering give false hope
user3876,2020-09-18,AMZN,pretty big sell bar open
user3877,2020-09-18,AAPL,bull never listen same bull probably average price time high goofball
user3878,2020-09-18,NFLX,bottom drop
user3879,2020-09-18,AAPL,split high straight down cook cashed lot share tell you
user3880,2020-09-18,AAPL,drain go
user3881,2020-09-18,AAPL,said morning
user3882,2020-09-18,AAPL,dont fight fed
user3883,2020-09-18,AAPL,congrats bull bought dip yesterday youre smart
user3884,2020-09-18,NFLX,people want today even bull do let go
user3885,2020-09-18,AAPL,bull even know quad witching hour is
user3886,2020-09-18,AMZN,it bouncing buy dip
user3887,2020-09-18,AAPL,need hit im praying short god plz bring need discount
user3888,2020-09-18,AMZN,goesssssss stop nobody know
user3889,2020-09-18,AAPL,im bleeding out it last thing do
user3890,2020-09-18,NFLX,reed may want cut book tour short house
user3891,2020-09-18,AAPL,delusional bull greedy pig trying catch falling knife look rsi much room fall
user3892,2020-09-18,AAPL,make mind already
user3893,2020-09-18,AAPL,""
user3894,2020-09-18,AAPL,every little pump heavily dumped
user3895,2020-09-18,AAPL,garbage crooked money taking folk
user3896,2020-09-18,AMZN,sold position take profit thing dropping market annoying hopefully average
user3897,2020-09-18,NFLX,money day thank let get
user3898,2020-09-18,TSLA,put alerted
user3899,2020-09-18,AAPL,currently man land cant close back
user3900,2020-09-18,TSLA,downside might get close
user3901,2020-09-18,AMZN,""
user3902,2020-09-18,AAPL,come fake bid
user3903,2020-09-18,AMZN,rip bull
user3904,2020-09-18,TSLA,another lovely atm kind day tesla lmao way
user3905,2020-09-18,TSLA,gate throwing shade musk steve job
user3906,2020-09-18,NFLX,burn ground
user3907,2020-09-18,TSLA,bubble pop battery day see low s next week
user3908,2020-09-18,TSLA,tank city new year it gonna
user3909,2020-09-18,TSLA,bear week over see u bear midoct
user3910,2020-09-18,TSLA,sold call gonna get assigned selling tonight miss share
user3911,2020-09-18,TSLA,didnt load today good luck getting monday
user3912,2020-09-18,AAPL,pe still
user3913,2020-09-18,TSLA,close watching bear running
user3914,2020-09-18,TSLA,finally able retire early battery day
user3915,2020-09-18,TSLA,congrats ever bought
user3916,2020-09-18,TSLA,much fomo going added share last min closing bell
user3917,2020-09-18,TSLA,nowait till next qwill think it
user3918,2020-09-18,TSLA,last final call load boat
user3919,2020-09-18,TSLA,great weekend ready new time high
user3920,2020-09-18,TSLA,next week tsla
user3921,2020-09-18,TSLA,bear bought call saw dip
user3922,2020-09-19,TSLA,congratulation strong hand lot coming way monday going insane
user3923,2020-09-19,TSLA,wow paper actually catching tesla energy good bad u investor trying compound much possible
user3924,2020-09-19,TSLA,remember everyone paytience key love see close moon next week enjoy weekend
user3925,2020-09-19,TSLA,spoiled grilled bear steak gain
user3926,2020-09-19,AAPL,cnbc breaking news looking ahead market next week
user3927,2020-09-19,TSLA,please bring battery day
user3928,2020-09-19,TSLA,think great tesla last week market trying hard knock out
